fecha,total,peaje,archivo,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,dayofweek,day,month
2022-01-10,11599.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,23294.0,22583.0,22116.0,21391.0,21072.0,15598.0,22674.0,0.0,10.0,1.0
2022-01-11,18570.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,23294.0,22583.0,22116.0,21391.0,21072.0,15598.0,1.0,11.0,1.0
2022-01-12,18685.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,23294.0,22583.0,22116.0,21391.0,21072.0,2.0,12.0,1.0
2022-01-13,18724.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,23294.0,22583.0,22116.0,21391.0,3.0,13.0,1.0
2022-01-14,19507.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,23294.0,22583.0,22116.0,4.0,14.0,1.0
2022-01-15,19169.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,23294.0,22583.0,5.0,15.0,1.0
2022-01-16,12416.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,23294.0,6.0,16.0,1.0
2022-01-17,18280.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,24232.0,0.0,17.0,1.0
2022-01-18,18660.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,18176.0,1.0,18.0,1.0
2022-01-19,18362.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,23053.0,2.0,19.0,1.0
2022-01-20,18625.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,24498.0,3.0,20.0,1.0
2022-01-21,19156.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,24357.0,4.0,21.0,1.0
2022-01-22,18447.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,24182.0,5.0,22.0,1.0
2022-01-23,12155.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,22346.0,6.0,23.0,1.0
2022-01-24,18517.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\ENERO 2022\Trafico Horario Sentido LA PARADA.xlsx,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,17127.0,15899.0,10851.0,7773.0,19851.0,22189.0,21920.0,21387.0,20031.0,13570.0,8801.0,0.0,24.0,1.0
